#model_version:v2026.06.15,score_date:2026-08-25T12:03:58Z
cve,epss,percentile,change_type
CVE-2020-3613,0.00236,0.14329,updated
CVE-2020-3618,0.00211,0.11214,updated
CVE-2020-3625,0.00203,0.10141,updated
CVE-2020-3626,0.00166,0.06005,updated
CVE-2020-3630,0.0019,0.08626,updated
CVE-2020-3635,0.0019,0.08626,updated
CVE-2020-3664,0.00183,0.07908,updated
CVE-2020-3673,0.01062,0.62052,updated
CVE-2020-3674,0.00207,0.1074,updated
CVE-2020-3675,0.01057,0.61907,updated
CVE-2020-3676,0.00198,0.09552,updated
CVE-2020-3678,0.00228,0.13277,updated
CVE-2020-3679,0.00263,0.17691,updated
CVE-2020-3680,0.00195,0.09208,updated
CVE-2020-3765,0.05941,0.92702,updated
CVE-2020-3768,0.00816,0.54358,updated
CVE-2020-3836,0.00322,0.24502,updated
CVE-2020-3837,0.16111,0.96671,updated
CVE-2020-3930,0.00297,0.21686,updated
CVE-2020-3941,0.00296,0.21622,updated
CVE-2020-3947,0.00636,0.47791,updated
CVE-2020-3954,0.00774,0.52994,updated
CVE-2020-3955,0.01309,0.68441,updated
CVE-2020-3957,0.00215,0.11759,updated
CVE-2020-3959,0.00306,0.22631,updated
CVE-2020-3961,0.00372,0.29923,updated
CVE-2020-3962,0.00572,0.44723,updated
CVE-2020-3965,0.00587,0.45459,updated
CVE-2020-3966,0.00362,0.28913,updated
CVE-2020-3967,0.00473,0.38776,updated
CVE-2020-3968,0.0057,0.4462,updated
CVE-2020-3969,0.00498,0.40441,updated
CVE-2020-3970,0.00382,0.30944,updated
CVE-2020-3971,0.00333,0.25687,updated
CVE-2020-3972,0.00379,0.30639,updated
CVE-2020-3973,0.01119,0.63665,updated
CVE-2020-3999,0.00349,0.27546,updated
CVE-2020-4008,0.00208,0.10771,updated
CVE-2020-4019,0.00355,0.28155,updated
CVE-2020-4045,0.01292,0.68085,updated
CVE-2020-4054,0.01853,0.77513,updated
CVE-2020-4080,0.00844,0.55234,updated
CVE-2020-4099,0.0028,0.19963,updated
CVE-2020-4102,0.00321,0.24346,updated
CVE-2020-4107,0.0023,0.1362,updated
CVE-2020-4128,0.00934,0.58088,updated
CVE-2020-4138,0.00234,0.14129,updated
CVE-2020-4140,0.0048,0.39252,updated
CVE-2020-4146,0.01075,0.62444,updated
CVE-2020-4150,0.00852,0.55491,updated
CVE-2020-4152,0.0057,0.446,updated
CVE-2020-4153,0.0048,0.39252,updated
CVE-2020-4157,0.00784,0.53298,updated
CVE-2020-4159,0.00929,0.57876,updated
CVE-2020-4160,0.01283,0.67894,updated
CVE-2020-4277,0.01412,0.70659,updated
CVE-2020-4301,0.00345,0.26998,updated
CVE-2020-4307,0.00534,0.42677,updated
CVE-2020-4347,0.01764,0.76332,updated
CVE-2020-4429,0.71363,0.99361,updated
CVE-2020-4497,0.00387,0.31508,updated
CVE-2020-4555,0.00755,0.52368,updated
CVE-2020-4633,0.02747,0.85068,updated
CVE-2020-4642,0.00365,0.29257,updated
CVE-2020-4657,0.00721,0.51195,updated
CVE-2020-4658,0.00721,0.51195,updated
CVE-2020-4668,0.00378,0.3056,updated
CVE-2020-4719,0.00832,0.5487,updated
CVE-2020-4725,0.00661,0.48904,updated
CVE-2020-4726,0.00271,0.18791,updated
CVE-2020-4747,0.02021,0.79467,updated
CVE-2020-4757,0.01277,0.6776,updated
CVE-2020-4764,0.00398,0.32701,updated
CVE-2020-4768,0.00466,0.38277,updated
CVE-2020-4788,0.00383,0.3106,updated
CVE-2020-4794,0.00838,0.55077,updated
CVE-2020-4829,0.00347,0.27252,updated
CVE-2020-4840,0.00897,0.56882,updated
CVE-2020-4841,0.01192,0.65611,updated
CVE-2020-4842,0.01093,0.62905,updated
CVE-2020-4843,0.00495,0.40262,updated
CVE-2020-4845,0.00554,0.43805,updated
CVE-2020-4846,0.00966,0.59067,updated
CVE-2020-4849,0.00805,0.54011,updated
CVE-2020-4856,0.00539,0.42963,updated
CVE-2020-4857,0.0068,0.49657,updated
CVE-2020-4863,0.00539,0.42965,updated
CVE-2020-4866,0.00539,0.42964,updated
CVE-2020-4870,0.01695,0.75374,updated
CVE-2020-4904,0.00476,0.39007,updated
CVE-2020-4905,0.01257,0.67295,updated
CVE-2020-4906,0.0032,0.24243,updated
CVE-2020-4907,0.01284,0.67915,updated
CVE-2020-4908,0.01054,0.6183,updated
CVE-2020-4926,0.00682,0.49757,updated
CVE-2020-4931,0.011,0.63163,updated
CVE-2020-4933,0.00502,0.40646,updated
CVE-2020-4953,0.01068,0.62262,updated
CVE-2020-4954,0.00533,0.42639,updated
CVE-2020-4955,0.00627,0.47366,updated
CVE-2020-4956,0.00419,0.34729,updated
CVE-2020-4957,0.00878,0.56345,updated
CVE-2020-4970,0.00707,0.50698,updated
CVE-2020-4975,0.00539,0.42967,updated
CVE-2020-4988,0.01448,0.71326,updated
CVE-2020-4994,0.01462,0.71605,updated
CVE-2020-5148,0.00848,0.55355,updated
CVE-2020-5217,0.01814,0.77017,updated
CVE-2020-5225,0.00653,0.48567,updated
CVE-2020-5233,0.01124,0.63794,updated
CVE-2020-5240,0.0098,0.59573,updated
CVE-2020-5256,0.01953,0.78719,updated
CVE-2020-5258,0.0399,0.89724,updated
CVE-2020-5259,0.02001,0.79237,updated
CVE-2020-5264,0.00737,0.51745,updated
CVE-2020-5265,0.00737,0.51745,updated
CVE-2020-5269,0.00789,0.5349,updated
CVE-2020-5270,0.00812,0.54228,updated
CVE-2020-5271,0.00789,0.5349,updated
CVE-2020-5272,0.00826,0.54708,updated
CVE-2020-5276,0.00789,0.5349,updated
CVE-2020-5278,0.00789,0.5349,updated
CVE-2020-5279,0.00792,0.53574,updated
CVE-2020-5285,0.00789,0.53491,updated
CVE-2020-5291,0.00911,0.57338,updated
CVE-2020-5303,0.01336,0.6905,updated
CVE-2020-5330,0.12942,0.96008,updated
CVE-2020-5353,0.00972,0.59312,updated
CVE-2020-5358,0.00183,0.07904,updated
CVE-2020-5359,0.01274,0.67708,updated
CVE-2020-5360,0.02207,0.81224,updated
CVE-2020-5362,0.00291,0.21047,updated
CVE-2020-5363,0.00325,0.24792,updated
CVE-2020-5398,0.88402,0.99757,updated
CVE-2020-5411,0.01856,0.77566,updated
CVE-2020-5423,0.01131,0.63961,updated
CVE-2020-5551,0.01385,0.70128,updated
CVE-2020-5589,0.00582,0.45215,updated
CVE-2020-5635,0.01021,0.60807,updated
CVE-2020-5636,0.00731,0.51544,updated
CVE-2020-5637,0.00372,0.2992,updated
CVE-2020-5638,0.00772,0.52923,updated
CVE-2020-5639,0.05009,0.91587,updated
CVE-2020-5665,0.00985,0.59723,updated
CVE-2020-5675,0.02786,0.85311,updated
CVE-2020-5676,0.0177,0.76424,updated
CVE-2020-5677,0.01147,0.64365,updated
CVE-2020-5678,0.01147,0.64364,updated
CVE-2020-5679,0.00655,0.48617,updated
CVE-2020-5680,0.01367,0.69758,updated
CVE-2020-5681,0.00866,0.55977,updated
CVE-2020-5682,0.0196,0.78785,updated
CVE-2020-5683,0.02982,0.86258,updated
CVE-2020-5684,0.00331,0.25478,updated
CVE-2020-5755,0.0048,0.39279,updated
CVE-2020-5792,0.60966,0.99085,updated
CVE-2020-5798,0.00292,0.21123,updated
CVE-2020-5799,0.01234,0.66755,updated
CVE-2020-5800,0.01562,0.73364,updated
CVE-2020-5803,0.01706,0.75524,updated
CVE-2020-5808,0.01098,0.63117,updated
CVE-2020-5809,0.00677,0.49545,updated
CVE-2020-5811,0.09369,0.95007,updated
CVE-2020-5864,0.01033,0.6117,updated
CVE-2020-5865,0.0039,0.31791,updated
CVE-2020-5867,0.004,0.32881,updated
CVE-2020-5872,0.01276,0.67754,updated
CVE-2020-5874,0.01276,0.67753,updated
CVE-2020-5875,0.01276,0.67754,updated
CVE-2020-5876,0.00571,0.44687,updated
CVE-2020-5877,0.01276,0.67753,updated
CVE-2020-5879,0.00792,0.5357,updated
CVE-2020-5881,0.01276,0.67753,updated
CVE-2020-5883,0.01276,0.67754,updated
CVE-2020-5884,0.01497,0.72246,updated
CVE-2020-5885,0.00809,0.54141,updated
CVE-2020-5886,0.00809,0.5414,updated
CVE-2020-5887,0.01803,0.76849,updated
CVE-2020-5891,0.0124,0.66877,updated
CVE-2020-5893,0.00561,0.44115,updated
CVE-2020-5903,0.01981,0.7901,updated
CVE-2020-5914,0.01044,0.61529,updated
CVE-2020-5948,0.01013,0.60592,updated
CVE-2020-5949,0.01031,0.61141,updated
CVE-2020-5950,0.01043,0.61515,updated
CVE-2020-5955,0.01368,0.69767,updated
CVE-2020-5962,0.0031,0.23093,updated
CVE-2020-5964,0.00332,0.25551,updated
CVE-2020-5965,0.00338,0.26234,updated
CVE-2020-6017,0.031,0.86749,updated
CVE-2020-6018,0.031,0.86749,updated
CVE-2020-6021,0.003,0.22,updated
CVE-2020-6075,0.03597,0.88561,updated
CVE-2020-6076,0.03597,0.88561,updated
CVE-2020-6082,0.03597,0.88562,updated
CVE-2020-6094,0.03597,0.88561,updated
CVE-2020-6097,0.02399,0.82749,updated
CVE-2020-6099,0.01103,0.63235,updated
CVE-2020-6100,0.02081,0.80079,updated
CVE-2020-6101,0.02781,0.85286,updated
CVE-2020-6102,0.02781,0.85287,updated
CVE-2020-6103,0.02781,0.85287,updated
CVE-2020-6106,0.01514,0.72559,updated
CVE-2020-6107,0.01496,0.7221,updated
CVE-2020-6111,0.04584,0.90924,updated
CVE-2020-6113,0.66466,0.99221,updated
CVE-2020-6146,0.77051,0.99512,updated
CVE-2020-6158,0.00276,0.19524,updated
CVE-2020-6159,0.00634,0.47661,updated
CVE-2020-6207,0.98266,0.99911,updated
CVE-2020-6213,0.00781,0.53209,updated
CVE-2020-6215,0.01513,0.72547,updated
CVE-2020-6222,0.0067,0.49252,updated
CVE-2020-6235,0.01602,0.73947,updated
CVE-2020-6239,0.00317,0.23901,updated
CVE-2020-6267,0.00785,0.53351,updated
CVE-2020-6281,0.00784,0.53315,updated
CVE-2020-6282,0.01148,0.64384,updated
CVE-2020-6285,0.01107,0.63362,updated
CVE-2020-6304,0.01288,0.68003,updated
CVE-2020-6305,0.00654,0.48577,updated
CVE-2020-6318,0.05641,0.92369,updated
CVE-2020-6423,0.01679,0.75127,updated
CVE-2020-6430,0.01896,0.78051,updated
CVE-2020-6431,0.01549,0.73168,updated
CVE-2020-6432,0.01693,0.7534,updated
CVE-2020-6433,0.01619,0.74213,updated
CVE-2020-6434,0.01661,0.74853,updated
CVE-2020-6435,0.01619,0.74213,updated
CVE-2020-6436,0.01593,0.73817,updated
CVE-2020-6437,0.0172,0.75727,updated
CVE-2020-6438,0.01294,0.68142,updated
CVE-2020-6439,0.01778,0.76524,updated
CVE-2020-6440,0.01153,0.64553,updated
CVE-2020-6441,0.01724,0.75767,updated
CVE-2020-6442,0.01905,0.78146,updated
CVE-2020-6443,0.01803,0.76856,updated
CVE-2020-6444,0.01351,0.69411,updated
CVE-2020-6445,0.01899,0.78085,updated
CVE-2020-6446,0.0162,0.74224,updated
CVE-2020-6447,0.01833,0.77253,updated
CVE-2020-6448,0.01698,0.75417,updated
CVE-2020-6450,0.01458,0.71515,updated
CVE-2020-6451,0.01453,0.71419,updated
CVE-2020-6452,0.01814,0.77012,updated
CVE-2020-6454,0.014,0.70423,updated
CVE-2020-6455,0.01977,0.7896,updated
CVE-2020-6456,0.01381,0.70043,updated
CVE-2020-6463,0.02888,0.85825,updated
CVE-2020-6492,0.00699,0.50363,updated
CVE-2020-6505,0.00973,0.5938,updated
CVE-2020-6507,0.18935,0.97079,updated
CVE-2020-6509,0.00807,0.54096,updated
CVE-2020-6512,0.02926,0.86008,updated
CVE-2020-6519,0.1132,0.9564,updated
CVE-2020-6533,0.01952,0.78709,updated
CVE-2020-6541,0.22868,0.97561,updated
CVE-2020-6549,0.29292,0.98028,updated
CVE-2020-6550,0.29292,0.98028,updated
CVE-2020-6551,0.29292,0.98029,updated
CVE-2020-6627,0.12453,0.95898,updated
CVE-2020-6750,0.02176,0.80959,updated
CVE-2020-6798,0.02056,0.79825,updated
CVE-2020-6800,0.02274,0.81762,updated
CVE-2020-6802,0.01716,0.7568,updated
CVE-2020-6805,0.01281,0.67856,updated
CVE-2020-6807,0.0127,0.67606,updated
CVE-2020-6808,0.01065,0.62139,updated
CVE-2020-6809,0.01465,0.71677,updated
CVE-2020-6810,0.00996,0.60072,updated
CVE-2020-6813,0.01204,0.6592,updated
CVE-2020-6816,0.01329,0.68871,updated
CVE-2020-6817,0.00713,0.50881,updated
CVE-2020-6819,0.02978,0.86232,updated
CVE-2020-6820,0.06305,0.93065,updated
CVE-2020-6821,0.01468,0.7174,updated
CVE-2020-6822,0.01293,0.68113,updated
CVE-2020-6823,0.01612,0.74104,updated
CVE-2020-6825,0.01905,0.78156,updated
CVE-2020-6826,0.01242,0.66945,updated
CVE-2020-6827,0.00744,0.51987,updated
CVE-2020-6828,0.01471,0.71783,updated
CVE-2020-6851,0.04973,0.91542,updated
CVE-2020-6860,0.01668,0.74965,updated
CVE-2020-6864,0.00537,0.42864,updated
CVE-2020-6868,0.00559,0.44013,updated
CVE-2020-6870,0.00618,0.4695,updated
CVE-2020-6880,0.01204,0.65913,updated
CVE-2020-6881,0.0058,0.45121,updated
CVE-2020-6882,0.01221,0.66417,updated
CVE-2020-6931,0.00276,0.19417,updated
CVE-2020-6969,0.02238,0.8148,updated
CVE-2020-6998,0.02161,0.80827,updated
CVE-2020-7030,0.01,0.60196,updated
CVE-2020-7032,0.03451,0.88103,updated
CVE-2020-7080,0.01394,0.70299,updated
CVE-2020-7081,0.01452,0.71407,updated
CVE-2020-7082,0.02037,0.79622,updated
CVE-2020-7083,0.01009,0.60485,updated
CVE-2020-7084,0.00754,0.52342,updated
CVE-2020-7085,0.01394,0.703,updated
CVE-2020-7105,0.0277,0.85205,updated
CVE-2020-7106,0.02139,0.80631,updated
CVE-2020-7120,0.00274,0.19246,updated
CVE-2020-7199,0.09187,0.94936,updated
CVE-2020-7201,0.00571,0.44664,updated
CVE-2020-7203,0.04985,0.91558,updated
CVE-2020-7224,0.02251,0.8158,updated
CVE-2020-7238,0.03617,0.88618,updated
CVE-2020-7279,0.00405,0.33412,updated
CVE-2020-7335,0.00428,0.35499,updated
CVE-2020-7337,0.00407,0.3359,updated
CVE-2020-7339,0.00172,0.06665,updated
CVE-2020-7350,0.04879,0.91391,updated
CVE-2020-7450,0.02497,0.83458,updated
CVE-2020-7451,0.0114,0.64181,updated
CVE-2020-7460,0.00715,0.50977,updated
CVE-2020-7471,0.65336,0.99195,updated
CVE-2020-7483,0.00889,0.5664,updated
CVE-2020-7484,0.01296,0.68165,updated
CVE-2020-7485,0.01813,0.77001,updated
CVE-2020-7486,0.01598,0.73892,updated
CVE-2020-7487,0.00675,0.49457,updated
CVE-2020-7488,0.00855,0.55586,updated
CVE-2020-7489,0.01557,0.73288,updated
CVE-2020-7533,0.02239,0.8149,updated
CVE-2020-7535,0.01475,0.71862,updated
CVE-2020-7536,0.01155,0.6461,updated
CVE-2020-7537,0.01382,0.70072,updated
CVE-2020-7539,0.01181,0.65364,updated
CVE-2020-7540,0.0222,0.81334,updated
CVE-2020-7541,0.00898,0.56933,updated
CVE-2020-7542,0.01322,0.68723,updated
CVE-2020-7543,0.01322,0.68723,updated
CVE-2020-7545,0.01995,0.79165,updated
CVE-2020-7546,0.00617,0.4689,updated
CVE-2020-7547,0.01298,0.68222,updated
CVE-2020-7548,0.01427,0.70941,updated
CVE-2020-7549,0.01065,0.62141,updated
CVE-2020-7560,0.01387,0.70159,updated
CVE-2020-7574,0.00645,0.48197,updated
CVE-2020-7575,0.00645,0.48197,updated
CVE-2020-7580,0.00441,0.36554,updated
CVE-2020-7585,0.00433,0.3592,updated
CVE-2020-7586,0.00405,0.33399,updated
CVE-2020-7593,0.09071,0.94892,updated
CVE-2020-7610,0.02236,0.81466,updated
CVE-2020-7617,0.00864,0.55906,updated
CVE-2020-7632,0.04358,0.90499,updated
CVE-2020-7645,0.01023,0.6088,updated
CVE-2020-7646,0.01884,0.77909,updated
CVE-2020-7649,0.01548,0.73118,updated
CVE-2020-7661,0.0262,0.84284,updated
CVE-2020-7676,0.02142,0.80663,updated
CVE-2020-7677,0.01979,0.78997,updated
CVE-2020-7678,0.01103,0.63216,updated
CVE-2020-7729,0.02285,0.81852,updated
CVE-2020-7750,0.06148,0.92912,updated
CVE-2020-7752,0.05777,0.92516,updated
CVE-2020-7760,0.0526,0.9192,updated
CVE-2020-7768,0.03597,0.88562,updated
CVE-2020-7776,0.01301,0.68289,updated
CVE-2020-7781,0.01966,0.78846,updated
CVE-2020-7787,0.01266,0.67516,updated
CVE-2020-7788,0.03612,0.88598,updated
CVE-2020-7789,0.01575,0.73555,updated
CVE-2020-7790,0.01022,0.60868,updated
CVE-2020-7791,0.02977,0.86229,updated
CVE-2020-7792,0.02119,0.80458,updated
CVE-2020-7793,0.03878,0.8941,updated
CVE-2020-7836,0.00591,0.45632,updated
CVE-2020-7837,0.0074,0.51851,updated
CVE-2020-7838,0.01198,0.65764,updated
CVE-2020-7845,0.0268,0.84671,updated
CVE-2020-7846,0.01027,0.6102,updated
CVE-2020-7847,0.00507,0.40954,updated
CVE-2020-7848,0.01109,0.6341,updated
CVE-2020-7849,0.01315,0.68562,updated
CVE-2020-7879,0.01401,0.70451,updated
CVE-2020-7880,0.01606,0.7402,updated
CVE-2020-7881,0.01394,0.70297,updated
CVE-2020-7882,0.01249,0.67121,updated
CVE-2020-7908,0.00838,0.55061,updated
CVE-2020-7909,0.01115,0.63544,updated
CVE-2020-7924,0.00691,0.50098,updated
CVE-2020-7936,0.0091,0.57305,updated
CVE-2020-7938,0.0146,0.71565,updated
CVE-2020-7939,0.01215,0.66252,updated
CVE-2020-7940,0.01255,0.67225,updated
CVE-2020-7941,0.02249,0.81564,updated
CVE-2020-7964,0.01083,0.62652,updated
CVE-2020-8010,0.48665,0.9878,updated
CVE-2020-8030,0.00241,0.14977,updated
CVE-2020-8032,0.00365,0.29255,updated
CVE-2020-8148,0.01028,0.61036,updated
CVE-2020-8164,0.04198,0.90182,updated
CVE-2020-8169,0.03427,0.88018,updated
CVE-2020-8177,0.01236,0.6679,updated
CVE-2020-8195,0.33263,0.98239,updated
CVE-2020-8201,0.05093,0.9171,updated
CVE-2020-8218,0.32739,0.98214,updated
CVE-2020-8231,0.03721,0.88944,updated
CVE-2020-8251,0.08794,0.94772,updated
CVE-2020-8257,0.01634,0.74459,updated
CVE-2020-8258,0.01265,0.67481,updated
CVE-2020-8282,0.00887,0.56596,updated
CVE-2020-8283,0.0257,0.8397,updated
CVE-2020-8284,0.03851,0.89334,updated
CVE-2020-8285,0.09917,0.95211,updated
CVE-2020-8286,0.04575,0.90908,updated
CVE-2020-8290,0.00582,0.45214,updated
CVE-2020-8300,0.0301,0.8638,updated
CVE-2020-8320,0.00272,0.19038,updated
CVE-2020-8321,0.00331,0.2541,updated
CVE-2020-8322,0.00314,0.23549,updated
CVE-2020-8323,0.00314,0.23549,updated
CVE-2020-8334,0.00313,0.235,updated
CVE-2020-8336,0.00285,0.20409,updated
CVE-2020-8337,0.00378,0.30533,updated
CVE-2020-8355,0.00511,0.41246,updated
CVE-2020-8428,0.00655,0.4863,updated
CVE-2020-8430,0.00915,0.57457,updated
CVE-2020-8432,0.03601,0.88572,updated
CVE-2020-8461,0.01136,0.64075,updated
CVE-2020-8462,0.01134,0.64035,updated
CVE-2020-8463,0.05908,0.92664,updated
CVE-2020-8464,0.06341,0.93096,updated
CVE-2020-8465,0.02574,0.83987,updated
CVE-2020-8466,0.63711,0.99154,updated
CVE-2020-8467,0.10793,0.95495,updated
CVE-2020-8468,0.05754,0.92494,updated
CVE-2020-8475,0.01125,0.63822,updated
CVE-2020-8476,0.0151,0.72497,updated
CVE-2020-8477,0.01669,0.74977,updated
CVE-2020-8479,0.02203,0.81197,updated
CVE-2020-8481,0.0181,0.76936,updated
CVE-2020-8497,0.05275,0.9194,updated
CVE-2020-8551,0.01141,0.64195,updated
CVE-2020-8563,0.00505,0.40862,updated
CVE-2020-8564,0.00461,0.37985,updated
CVE-2020-8565,0.00512,0.41323,updated
CVE-2020-8566,0.0052,0.41843,updated
CVE-2020-8602,0.04235,0.90265,updated
CVE-2020-8632,0.00365,0.29186,updated
CVE-2020-8675,0.00371,0.29881,updated
CVE-2020-8678,0.00264,0.17872,updated
CVE-2020-8701,0.00268,0.18452,updated
CVE-2020-8703,0.00346,0.27153,updated
CVE-2020-8705,0.00524,0.42124,updated
CVE-2020-8741,0.00208,0.10765,updated
CVE-2020-8758,0.01686,0.75253,updated
CVE-2020-8765,0.00249,0.16024,updated
CVE-2020-8808,0.00585,0.45388,updated
CVE-2020-8813,0.73779,0.99433,updated
CVE-2020-8867,0.0258,0.84029,updated
CVE-2020-8869,0.04973,0.9154,updated
CVE-2020-8870,0.04973,0.91541,updated
CVE-2020-8896,0.00394,0.32237,updated
CVE-2020-8899,0.05758,0.92498,updated
CVE-2020-8908,0.00964,0.59021,updated
CVE-2020-8919,0.00317,0.23877,updated
CVE-2020-8920,0.00368,0.29451,updated
CVE-2020-8935,0.00139,0.03501,updated
CVE-2020-8936,0.00133,0.03067,updated
CVE-2020-8937,0.00128,0.02723,updated
CVE-2020-8938,0.00128,0.02724,updated
CVE-2020-8939,0.00133,0.03066,updated
CVE-2020-8940,0.00133,0.03067,updated
CVE-2020-8941,0.00137,0.03344,updated
CVE-2020-8942,0.00133,0.03066,updated
CVE-2020-8943,0.0013,0.02882,updated
CVE-2020-8944,0.00156,0.0499,updated
CVE-2020-8973,0.00446,0.36938,updated
CVE-2020-8974,0.00742,0.51934,updated
CVE-2020-8975,0.01065,0.62151,updated
CVE-2020-8976,0.00506,0.40894,updated
CVE-2020-8983,0.04506,0.90775,updated
CVE-2020-8995,0.02137,0.8062,updated
CVE-2020-9050,0.0215,0.8074,updated
CVE-2020-9068,0.01079,0.62537,updated
CVE-2020-9093,0.00488,0.39784,updated
CVE-2020-9094,0.00736,0.51715,updated
CVE-2020-9114,0.00216,0.11885,updated
CVE-2020-9117,0.00249,0.16029,updated
CVE-2020-9119,0.00224,0.12794,updated
CVE-2020-9120,0.00736,0.51715,updated
CVE-2020-9124,0.00916,0.57507,updated
CVE-2020-9125,0.00247,0.15782,updated
CVE-2020-9137,0.00213,0.11403,updated
CVE-2020-9200,0.00309,0.23037,updated
CVE-2020-9201,0.0032,0.24227,updated
CVE-2020-9202,0.00222,0.12519,updated
CVE-2020-9207,0.00559,0.44038,updated
CVE-2020-9208,0.00622,0.47134,updated
CVE-2020-9223,0.00877,0.56327,updated
CVE-2020-9247,0.00794,0.53636,updated
CVE-2020-9280,0.01686,0.75254,updated
CVE-2020-9281,0.04327,0.90436,updated
CVE-2020-9289,0.02151,0.80748,updated
CVE-2020-9291,0.00506,0.40922,updated
CVE-2020-9295,0.00312,0.23396,updated
CVE-2020-9296,0.02006,0.79319,updated
CVE-2020-9301,0.01504,0.72379,updated
CVE-2020-9307,0.00566,0.44414,updated
CVE-2020-9322,0.00255,0.16721,updated
CVE-2020-9355,0.02201,0.81181,updated
CVE-2020-9371,0.03591,0.88539,updated
CVE-2020-9383,0.00731,0.51552,updated
CVE-2020-9391,0.00497,0.40376,updated
CVE-2020-9419,0.0048,0.39253,updated
CVE-2020-9420,0.00468,0.3847,updated
CVE-2020-9439,0.00772,0.52923,updated
CVE-2020-9462,0.00317,0.23947,updated
CVE-2020-9482,0.02607,0.8421,updated
CVE-2020-9484,0.56636,0.98983,updated
CVE-2020-9489,0.0255,0.83829,updated
CVE-2020-9492,0.04403,0.90581,updated
CVE-2020-9494,0.03909,0.89487,updated
CVE-2020-9497,0.00795,0.53683,updated
CVE-2020-9529,0.02872,0.85753,updated
CVE-2020-9586,0.07871,0.94245,updated
CVE-2020-9588,0.02541,0.83766,updated
CVE-2020-9592,0.02328,0.82218,updated
CVE-2020-9596,0.02328,0.82218,updated
CVE-2020-9606,0.01231,0.66676,updated
CVE-2020-9637,0.0874,0.94742,updated
CVE-2020-9638,0.0896,0.94852,updated
CVE-2020-9657,0.0499,0.91568,updated
CVE-2020-9660,0.03348,0.87756,updated
CVE-2020-9661,0.03663,0.88781,updated
CVE-2020-9662,0.03651,0.88741,updated
CVE-2020-9666,0.02411,0.82839,updated
CVE-2020-9674,0.03864,0.89373,updated
CVE-2020-9715,0.48441,0.98774,updated
CVE-2020-9725,0.03728,0.88964,updated
CVE-2020-9726,0.02747,0.85068,updated
CVE-2020-9750,0.04147,0.90076,updated
CVE-2020-9754,0.00704,0.50559,updated
CVE-2020-9771,0.00356,0.28241,updated
CVE-2020-9792,0.00281,0.19998,updated
CVE-2020-9802,0.08207,0.94444,updated
CVE-2020-9803,0.01785,0.76609,updated
CVE-2020-9804,0.00301,0.22121,updated
CVE-2020-9805,0.01174,0.65134,updated
CVE-2020-9806,0.01802,0.76833,updated
CVE-2020-9833,0.00286,0.20528,updated
CVE-2020-9848,0.00289,0.20843,updated
CVE-2020-9849,0.02083,0.8011,updated
CVE-2020-9850,0.77246,0.99515,updated
CVE-2020-9858,0.00469,0.38503,updated
CVE-2020-9892,0.0144,0.71168,updated
CVE-2020-9907,0.03875,0.89403,updated
CVE-2020-9922,0.01489,0.72094,updated
CVE-2020-9942,0.01163,0.64842,updated
CVE-2020-9943,0.01136,0.64076,updated
CVE-2020-9944,0.01136,0.64075,updated
CVE-2020-9945,0.01163,0.64842,updated
CVE-2020-9947,0.01655,0.7475,updated
CVE-2020-9949,0.01438,0.71133,updated
CVE-2020-9950,0.01397,0.70352,updated
CVE-2020-9954,0.0139,0.70234,updated
CVE-2020-9963,0.00986,0.59734,updated
CVE-2020-9965,0.01413,0.70676,updated
CVE-2020-9966,0.0121,0.66115,updated
CVE-2020-9969,0.00336,0.26062,updated
CVE-2020-9972,0.01359,0.69598,updated
CVE-2020-9974,0.0109,0.6283,updated
CVE-2020-9977,0.00914,0.57447,updated
CVE-2020-9981,0.01351,0.69384,updated
CVE-2020-9983,0.02114,0.80414,updated
CVE-2020-9987,0.00848,0.55346,updated
CVE-2020-9988,0.00319,0.2411,updated
CVE-2020-9989,0.00322,0.24506,updated
CVE-2020-9991,0.02788,0.85317,updated
CVE-2020-9993,0.01102,0.63205,updated
CVE-2020-9996,0.00889,0.56639,updated
CVE-2020-9999,0.07632,0.94099,updated
CVE-2021-0013,0.00944,0.58391,updated
CVE-2021-0053,0.00332,0.25587,updated
CVE-2021-0063,0.00374,0.3016,updated
CVE-2021-0064,0.00208,0.10764,updated
CVE-2021-0065,0.00208,0.10764,updated
CVE-2021-0069,0.00374,0.3016,updated
CVE-2021-0071,0.00409,0.33758,updated
CVE-2021-0075,0.00212,0.11291,updated
CVE-2021-0078,0.00416,0.3443,updated
CVE-2021-0079,0.00374,0.3016,updated
CVE-2021-0082,0.00254,0.1663,updated
CVE-2021-0086,0.00372,0.29919,updated
CVE-2021-0089,0.00372,0.29936,updated
CVE-2021-0096,0.00227,0.13197,updated
CVE-2021-0109,0.00231,0.1365,updated
CVE-2021-0110,0.00218,0.12014,updated
CVE-2021-0120,0.0022,0.12288,updated
CVE-2021-0121,0.00247,0.15771,updated
CVE-2021-0126,0.00378,0.30572,updated
CVE-2021-0135,0.00237,0.14476,updated
CVE-2021-0146,0.00407,0.33577,updated
CVE-2021-0148,0.00242,0.15147,updated
CVE-2021-0151,0.00238,0.14584,updated
CVE-2021-0152,0.00141,0.03693,updated
CVE-2021-0153,0.00259,0.1722,updated
CVE-2021-0154,0.00259,0.1722,updated
CVE-2021-0155,0.00257,0.17024,updated
CVE-2021-0159,0.00259,0.1722,updated
CVE-2021-0180,0.00252,0.16418,updated
CVE-2021-0182,0.00258,0.17128,updated
