#model_version:v2026.06.15,score_date:2026-08-25T12:03:58Z
cve,epss,percentile,change_type
CVE-2024-39905,0.0041,0.33823,updated
CVE-2024-39943,0.37493,0.98415,updated
CVE-2024-3018,0.00775,0.53035,updated
CVE-2024-3025,0.01,0.60184,updated
CVE-2024-3049,0.00535,0.42747,updated
CVE-2024-3099,0.00438,0.36343,updated
CVE-2024-3104,0.0097,0.59253,updated
CVE-2024-3116,0.64846,0.99183,updated
CVE-2024-3137,0.00358,0.28515,updated
CVE-2024-3171,0.00306,0.22653,updated
CVE-2024-3216,0.00444,0.36839,updated
CVE-2024-3217,0.01869,0.77726,updated
CVE-2024-3220,0.00511,0.41283,updated
CVE-2024-3228,0.00411,0.33939,updated
CVE-2024-3234,0.03726,0.8896,updated
CVE-2024-3303,0.00389,0.31685,updated
CVE-2024-3393,0.28617,0.97988,updated
CVE-2024-3402,0.00458,0.37818,updated
CVE-2024-3408,0.77951,0.99536,updated
CVE-2024-3456,0.00765,0.52725,updated
CVE-2024-3501,0.00409,0.33728,updated
CVE-2024-3506,0.00225,0.13006,updated
CVE-2024-3509,0.00186,0.08167,updated
CVE-2024-3511,0.00174,0.06851,updated
CVE-2024-3513,0.00282,0.20117,updated
CVE-2024-3552,0.67288,0.99244,updated
CVE-2024-3568,0.02067,0.79942,updated
CVE-2024-3572,0.00807,0.54095,updated
CVE-2024-3574,0.00642,0.48056,updated
CVE-2024-3603,0.00344,0.26956,updated
CVE-2024-3605,0.04186,0.9016,updated
CVE-2024-3607,0.00619,0.46983,updated
CVE-2024-3635,0.00293,0.21312,updated
CVE-2024-3638,0.00344,0.26911,updated
CVE-2024-3639,0.00345,0.27009,updated
CVE-2024-3717,0.0065,0.48442,updated
CVE-2024-3744,0.00269,0.18581,updated
CVE-2024-3822,0.00741,0.51885,updated
CVE-2024-3823,0.00217,0.11977,updated
CVE-2024-3824,0.00202,0.10072,updated
CVE-2024-3850,0.009,0.56985,updated
CVE-2024-3866,0.00274,0.19279,updated
CVE-2024-3884,0.01379,0.70023,updated
CVE-2024-3914,0.00972,0.59325,updated
CVE-2024-3922,0.53196,0.98898,updated
CVE-2024-3924,0.00316,0.23794,updated
CVE-2024-3976,0.00493,0.40092,updated
CVE-2024-40068,0.00235,0.14267,updated
CVE-2024-40069,0.00262,0.17587,updated
CVE-2024-40070,0.0025,0.16149,updated
CVE-2024-40071,0.00712,0.50876,updated
CVE-2024-40072,0.00476,0.39029,updated
CVE-2024-40073,0.00476,0.3903,updated
CVE-2024-40074,0.00256,0.16935,updated
CVE-2024-40112,0.00466,0.38305,updated
CVE-2024-40113,0.00257,0.16988,updated
CVE-2024-40114,0.00246,0.15623,updated
CVE-2024-40124,0.0026,0.17396,updated
CVE-2024-40317,0.0026,0.17331,updated
CVE-2024-40348,0.0829,0.94489,updated
CVE-2024-40431,0.0126,0.67354,updated
CVE-2024-40432,0.00391,0.31926,updated
CVE-2024-40445,0.00608,0.46416,updated
CVE-2024-40446,0.00703,0.50526,updated
CVE-2024-40495,0.00755,0.52356,updated
CVE-2024-40510,0.00671,0.49267,updated
CVE-2024-40570,0.00358,0.28487,updated
CVE-2024-40582,0.00303,0.22381,updated
CVE-2024-40583,0.00519,0.41757,updated
CVE-2024-40584,0.0197,0.78891,updated
CVE-2024-40585,0.00295,0.21546,updated
CVE-2024-40586,0.00243,0.15239,updated
CVE-2024-40590,0.00158,0.05212,updated
CVE-2024-40591,0.00609,0.46467,updated
CVE-2024-40593,0.00107,0.01228,updated
CVE-2024-40625,0.00324,0.24671,updated
CVE-2024-40638,0.37151,0.98404,updated
CVE-2024-40653,0.00114,0.01659,updated
CVE-2024-40675,0.00315,0.23656,updated
CVE-2024-40683,0.00154,0.04747,updated
CVE-2024-40685,0.00128,0.02651,updated
CVE-2024-40691,0.00363,0.29006,updated
CVE-2024-40696,0.00216,0.11885,updated
CVE-2024-40700,0.00302,0.22271,updated
CVE-2024-40717,0.00738,0.51774,updated
CVE-2024-40744,0.00497,0.40384,updated
CVE-2024-40745,0.00218,0.12064,updated
CVE-2024-40763,0.0095,0.58612,updated
CVE-2024-40766,0.18177,0.96977,updated
CVE-2024-40771,0.00178,0.07316,updated
CVE-2024-40774,0.00334,0.25823,updated
CVE-2024-40775,0.00278,0.19701,updated
CVE-2024-40776,0.01014,0.60631,updated
CVE-2024-40777,0.0776,0.94176,updated
CVE-2024-40778,0.00296,0.21667,updated
CVE-2024-40779,0.00339,0.26428,updated
CVE-2024-40780,0.00706,0.50643,updated
CVE-2024-40781,0.00239,0.14659,updated
CVE-2024-40782,0.00985,0.5972,updated
CVE-2024-40783,0.00314,0.23636,updated
CVE-2024-40784,0.00293,0.21248,updated
CVE-2024-40785,0.00788,0.53454,updated
CVE-2024-40786,0.00967,0.59104,updated
CVE-2024-40787,0.00335,0.25966,updated
CVE-2024-40788,0.00319,0.24068,updated
CVE-2024-40789,0.01157,0.64662,updated
CVE-2024-40791,0.00246,0.15622,updated
CVE-2024-40797,0.00491,0.40018,updated
CVE-2024-40801,0.00232,0.1385,updated
CVE-2024-40809,0.00332,0.25603,updated
CVE-2024-40811,0.00219,0.12198,updated
CVE-2024-40812,0.0029,0.20956,updated
CVE-2024-40813,0.00365,0.29198,updated
CVE-2024-40814,0.00244,0.15396,updated
CVE-2024-40815,0.01099,0.63142,updated
CVE-2024-40816,0.00249,0.1603,updated
CVE-2024-40817,0.00699,0.50372,updated
CVE-2024-40818,0.00416,0.34429,updated
CVE-2024-40821,0.00229,0.13471,updated
CVE-2024-40822,0.00412,0.34016,updated
CVE-2024-40824,0.00281,0.2005,updated
CVE-2024-40825,0.00223,0.12701,updated
CVE-2024-40827,0.00264,0.17882,updated
CVE-2024-40828,0.00263,0.17769,updated
CVE-2024-40829,0.00821,0.54526,updated
CVE-2024-40832,0.00242,0.15081,updated
CVE-2024-40842,0.00229,0.13476,updated
CVE-2024-40854,0.00398,0.3261,updated
CVE-2024-40855,0.00227,0.13226,updated
CVE-2024-40864,0.00603,0.46203,updated
CVE-2024-40887,0.00212,0.11308,updated
CVE-2024-40890,0.22251,0.97495,updated
CVE-2024-40896,0.01216,0.6628,updated
CVE-2024-40928,0.00228,0.13319,updated
CVE-2024-40942,0.00259,0.17228,updated
CVE-2024-40965,0.00223,0.12653,updated
CVE-2024-41013,0.00224,0.12763,updated
CVE-2024-41039,0.00285,0.20451,updated
CVE-2024-41061,0.00206,0.1057,updated
CVE-2024-41067,0.00197,0.09449,updated
CVE-2024-41079,0.00631,0.47543,updated
CVE-2024-41080,0.00206,0.10575,updated
CVE-2024-41085,0.00197,0.09414,updated
CVE-2024-41125,0.00286,0.20548,updated
CVE-2024-41126,0.00286,0.20548,updated
CVE-2024-41138,0.00899,0.56937,updated
CVE-2024-41145,0.00794,0.53632,updated
CVE-2024-41146,0.00305,0.22543,updated
CVE-2024-41147,0.007,0.50427,updated
CVE-2024-41148,0.0019,0.08604,updated
CVE-2024-41159,0.00834,0.54945,updated
CVE-2024-41165,0.00736,0.51733,updated
CVE-2024-41166,0.00282,0.20115,updated
CVE-2024-41167,0.0015,0.04476,updated
CVE-2024-41168,0.00321,0.24331,updated
CVE-2024-41169,0.00585,0.45344,updated
CVE-2024-41177,0.00586,0.45417,updated
CVE-2024-41184,0.00616,0.46817,updated
CVE-2024-41228,0.00286,0.20604,updated
CVE-2024-41260,0.00467,0.38407,updated
CVE-2024-41265,0.00258,0.17108,updated
CVE-2024-41311,0.00807,0.54094,updated
CVE-2024-41334,0.00372,0.29937,updated
CVE-2024-41335,0.0044,0.36461,updated
CVE-2024-41336,0.0041,0.338,updated
CVE-2024-41338,0.00437,0.36239,updated
CVE-2024-41339,0.00635,0.47736,updated
CVE-2024-41445,0.00376,0.30384,updated
CVE-2024-41446,0.00251,0.16227,updated
CVE-2024-41447,0.00251,0.16227,updated
CVE-2024-41502,0.00219,0.12222,updated
CVE-2024-41503,0.00219,0.12222,updated
CVE-2024-41504,0.00219,0.12221,updated
CVE-2024-41505,0.00219,0.12221,updated
CVE-2024-41513,0.00398,0.32663,updated
CVE-2024-41514,0.00398,0.32662,updated
CVE-2024-41515,0.00398,0.32662,updated
CVE-2024-41516,0.00398,0.32662,updated
CVE-2024-41579,0.00505,0.40877,updated
CVE-2024-41583,0.00283,0.20242,updated
CVE-2024-41584,0.00283,0.20242,updated
CVE-2024-41587,0.0024,0.14832,updated
CVE-2024-41591,0.00256,0.16916,updated
CVE-2024-41597,0.00211,0.11157,updated
CVE-2024-41624,0.00288,0.20808,updated
CVE-2024-41628,0.06464,0.93206,updated
CVE-2024-41644,0.00677,0.49524,updated
CVE-2024-41645,0.00677,0.49525,updated
CVE-2024-41646,0.00677,0.49524,updated
CVE-2024-41647,0.00677,0.49525,updated
CVE-2024-41648,0.00477,0.39096,updated
CVE-2024-41649,0.00677,0.49525,updated
CVE-2024-41650,0.00473,0.38844,updated
CVE-2024-41657,0.00793,0.53612,updated
CVE-2024-41671,0.00856,0.55653,updated
CVE-2024-41673,0.004,0.32875,updated
CVE-2024-41674,0.00377,0.30472,updated
CVE-2024-41675,0.00399,0.32829,updated
CVE-2024-41724,0.00186,0.08194,updated
CVE-2024-41725,0.00344,0.26974,updated
CVE-2024-41726,0.00501,0.406,updated
CVE-2024-41752,0.00268,0.1851,updated
CVE-2024-41760,0.00251,0.16297,updated
CVE-2024-41761,0.00407,0.33585,updated
CVE-2024-41762,0.00389,0.31766,updated
CVE-2024-41770,0.00461,0.3799,updated
CVE-2024-41771,0.00461,0.3799,updated
CVE-2024-41775,0.00209,0.10923,updated
CVE-2024-41776,0.00169,0.06381,updated
CVE-2024-41777,0.0025,0.16047,updated
CVE-2024-41778,0.00262,0.17615,updated
CVE-2024-41779,0.00838,0.55052,updated
CVE-2024-41781,0.00343,0.26869,updated
CVE-2024-41788,0.00864,0.55894,updated
CVE-2024-41789,0.00864,0.55895,updated
CVE-2024-41790,0.00864,0.55895,updated
CVE-2024-41791,0.00381,0.30816,updated
CVE-2024-41792,0.00567,0.44469,updated
CVE-2024-41793,0.00539,0.42953,updated
CVE-2024-41794,0.00614,0.46741,updated
CVE-2024-41795,0.00206,0.10474,updated
CVE-2024-41796,0.00375,0.30292,updated
CVE-2024-41797,0.00317,0.23946,updated
CVE-2024-41810,0.01176,0.65196,updated
CVE-2024-41817,0.00926,0.57779,updated
CVE-2024-41909,0.00581,0.45176,updated
CVE-2024-41917,0.00142,0.0379,updated
CVE-2024-41921,0.0019,0.08605,updated
CVE-2024-41930,0.00243,0.15206,updated
CVE-2024-41932,0.00193,0.08938,updated
CVE-2024-41934,0.00175,0.06961,updated
CVE-2024-41935,0.00226,0.13055,updated
CVE-2024-41957,0.00363,0.29005,updated
CVE-2024-41965,0.0031,0.23168,updated
CVE-2024-41975,0.00435,0.36042,updated
CVE-2024-41979,0.00171,0.06557,updated
CVE-2024-41982,0.00076,0.00109,updated
CVE-2024-41983,0.0019,0.08657,updated
CVE-2024-42004,0.00805,0.54009,updated
CVE-2024-42009,0.81537,0.99612,updated
CVE-2024-42010,0.5281,0.98887,updated
CVE-2024-42025,0.00789,0.53485,updated
CVE-2024-42064,0.00207,0.10695,updated
CVE-2024-42065,0.00197,0.09449,updated
CVE-2024-42066,0.00207,0.10718,updated
CVE-2024-42071,0.00221,0.12416,updated
CVE-2024-42075,0.00221,0.12416,updated
CVE-2024-42078,0.00207,0.10668,updated
CVE-2024-42079,0.00266,0.18017,updated
CVE-2024-42081,0.00194,0.09116,updated
CVE-2024-42083,0.00318,0.24064,updated
CVE-2024-42122,0.00258,0.17076,updated
CVE-2024-42134,0.00198,0.09533,updated
CVE-2024-42136,0.00236,0.14352,updated
CVE-2024-42139,0.002,0.09723,updated
CVE-2024-42151,0.00182,0.07757,updated
CVE-2024-42156,0.00214,0.1155,updated
CVE-2024-42159,0.00224,0.12846,updated
CVE-2024-42160,0.00239,0.14669,updated
CVE-2024-42176,0.00221,0.12431,updated
CVE-2024-42177,0.00158,0.05193,updated
CVE-2024-42178,0.00188,0.08414,updated
CVE-2024-42189,0.00283,0.20304,updated
CVE-2024-42190,0.00251,0.16236,updated
CVE-2024-42191,0.00251,0.16235,updated
CVE-2024-42192,0.00147,0.04199,updated
CVE-2024-42193,0.00259,0.17211,updated
CVE-2024-42194,0.00257,0.17037,updated
CVE-2024-42195,0.00286,0.20538,updated
CVE-2024-42197,0.00107,0.0124,updated
CVE-2024-42200,0.0022,0.12335,updated
CVE-2024-42207,0.0027,0.18722,updated
CVE-2024-42208,0.00256,0.16921,updated
CVE-2024-42220,0.00736,0.51733,updated
CVE-2024-42225,0.0049,0.39916,updated
CVE-2024-42227,0.00177,0.07264,updated
CVE-2024-42230,0.00205,0.1034,updated
CVE-2024-42265,0.00281,0.20066,updated
CVE-2024-42302,0.0023,0.13577,updated
CVE-2024-42317,0.00182,0.07832,updated
CVE-2024-42325,0.00293,0.21221,updated
CVE-2024-42326,0.00237,0.1449,updated
CVE-2024-42327,0.78831,0.99559,updated
CVE-2024-42328,0.00234,0.14033,updated
CVE-2024-42329,0.00246,0.15667,updated
CVE-2024-42330,0.00952,0.5866,updated
CVE-2024-42331,0.00261,0.17445,updated
CVE-2024-42332,0.00628,0.47396,updated
CVE-2024-42333,0.00613,0.46681,updated
CVE-2024-42346,0.00709,0.50761,updated
CVE-2024-42353,0.00527,0.42312,updated
CVE-2024-42367,0.00645,0.48164,updated
CVE-2024-42384,0.00467,0.38373,updated
CVE-2024-42385,0.0009,0.00493,updated
CVE-2024-42386,0.00364,0.29107,updated
CVE-2024-42391,0.00281,0.1999,updated
CVE-2024-42392,0.00215,0.11711,updated
CVE-2024-42405,0.00182,0.07772,updated
CVE-2024-42407,0.00316,0.23775,updated
CVE-2024-42410,0.00198,0.09536,updated
CVE-2024-42417,0.06969,0.93628,updated
CVE-2024-42419,0.00158,0.05211,updated
CVE-2024-42422,0.00288,0.20757,updated
CVE-2024-42426,0.00457,0.37732,updated
CVE-2024-42446,0.00127,0.02632,updated
CVE-2024-42448,0.20057,0.97237,updated
CVE-2024-42449,0.05813,0.92571,updated
CVE-2024-42450,0.00557,0.43931,updated
CVE-2024-42451,0.00275,0.19346,updated
CVE-2024-42452,0.00483,0.39443,updated
CVE-2024-42453,0.00325,0.2481,updated
CVE-2024-42455,0.1513,0.96469,updated
CVE-2024-42456,0.0038,0.3077,updated
CVE-2024-42457,0.00407,0.33551,updated
CVE-2024-42477,0.0046,0.37933,updated
CVE-2024-42478,0.00603,0.46198,updated
CVE-2024-42479,0.02628,0.84338,updated
CVE-2024-42492,0.00182,0.07772,updated
CVE-2024-42494,0.00441,0.36584,updated
CVE-2024-42504,0.00152,0.04575,updated
CVE-2024-42512,0.00588,0.45488,updated
CVE-2024-42513,0.00544,0.43232,updated
CVE-2024-42514,0.00421,0.34875,updated
CVE-2024-42516,0.00713,0.50889,updated
CVE-2024-42531,0.00567,0.44486,updated
CVE-2024-42640,0.45374,0.98692,updated
CVE-2024-42643,0.00574,0.44834,updated
CVE-2024-42650,0.00546,0.43387,updated
CVE-2024-42671,0.00275,0.19314,updated
CVE-2024-42697,0.00353,0.27981,updated
CVE-2024-42699,0.00335,0.25975,updated
CVE-2024-42718,0.00659,0.48802,updated
CVE-2024-42733,0.01034,0.6126,updated
CVE-2024-42831,0.00816,0.54371,updated
CVE-2024-42835,0.01053,0.61779,updated
CVE-2024-42844,0.00415,0.34362,updated
CVE-2024-43024,0.00316,0.23832,updated
CVE-2024-43025,0.00316,0.23832,updated
CVE-2024-43046,0.00108,0.01299,updated
CVE-2024-43058,0.0011,0.01417,updated
CVE-2024-43065,0.00109,0.01348,updated
CVE-2024-43066,0.0011,0.01417,updated
CVE-2024-43067,0.00089,0.00478,updated
CVE-2024-43098,0.00172,0.06644,updated
CVE-2024-43106,0.00736,0.51733,updated
CVE-2024-43107,0.00185,0.08123,updated
CVE-2024-43108,0.00092,0.00559,updated
CVE-2024-43115,0.00494,0.40216,updated
CVE-2024-43117,0.0021,0.10989,updated
CVE-2024-43169,0.00185,0.08063,updated
CVE-2024-43178,0.00137,0.03349,updated
CVE-2024-43181,0.00225,0.13003,updated
CVE-2024-43187,0.00244,0.15286,updated
CVE-2024-43192,0.00156,0.04967,updated
CVE-2024-43196,0.00233,0.13904,updated
CVE-2024-43214,0.00265,0.1796,updated
CVE-2024-43222,0.0076,0.52557,updated
CVE-2024-43228,0.00243,0.15228,updated
CVE-2024-43230,0.0037,0.29707,updated
CVE-2024-43234,0.0066,0.48835,updated
CVE-2024-43237,0.00346,0.27177,updated
CVE-2024-43252,0.00442,0.36656,updated
CVE-2024-43253,0.00622,0.47123,updated
CVE-2024-43255,0.00162,0.0562,updated
CVE-2024-43259,0.0037,0.29707,updated
CVE-2024-43264,0.0037,0.29707,updated
CVE-2024-43299,0.00182,0.07736,updated
CVE-2024-43300,0.00262,0.1763,updated
CVE-2024-43333,0.00428,0.35488,updated
CVE-2024-43334,0.00184,0.0802,updated
CVE-2024-43336,0.00184,0.08019,updated
CVE-2024-43338,0.00214,0.11584,updated
CVE-2024-43354,0.00528,0.42365,updated
CVE-2024-43357,0.00674,0.49398,updated
CVE-2024-43362,0.36466,0.9837,updated
CVE-2024-43364,0.35798,0.98344,updated
CVE-2024-43365,0.23549,0.97622,updated
CVE-2024-43371,0.00366,0.29324,updated
CVE-2024-43420,0.00189,0.08522,updated
CVE-2024-43425,0.83122,0.9965,updated
CVE-2024-43426,0.00605,0.46304,updated
CVE-2024-43436,0.00664,0.49014,updated
CVE-2024-43447,0.01438,0.71131,updated
CVE-2024-43453,0.01362,0.69646,updated
CVE-2024-43459,0.016,0.73914,updated
CVE-2024-43462,0.016,0.73912,updated
CVE-2024-43468,0.82148,0.99628,updated
CVE-2024-43485,0.03052,0.86559,updated
CVE-2024-43488,0.01148,0.64385,updated
CVE-2024-43489,0.00717,0.51071,updated
CVE-2024-43491,0.12282,0.95868,updated
CVE-2024-43496,0.00954,0.58712,updated
CVE-2024-43517,0.01344,0.69236,updated
CVE-2024-43518,0.00929,0.57888,updated
CVE-2024-43519,0.01412,0.7065,updated
CVE-2024-43533,0.01496,0.7221,updated
CVE-2024-43534,0.01693,0.75352,updated
CVE-2024-43549,0.01321,0.68703,updated
CVE-2024-43564,0.01321,0.68703,updated
CVE-2024-43572,0.66926,0.99235,updated
CVE-2024-43573,0.44098,0.98653,updated
CVE-2024-43574,0.0109,0.62826,updated
CVE-2024-43581,0.01333,0.68979,updated
CVE-2024-43589,0.01417,0.70747,updated
CVE-2024-43592,0.0164,0.74542,updated
CVE-2024-43593,0.0164,0.74542,updated
CVE-2024-43594,0.01662,0.74876,updated
CVE-2024-43599,0.0135,0.69368,updated
CVE-2024-43600,0.01225,0.66543,updated
CVE-2024-43601,0.01055,0.61839,updated
CVE-2024-43604,0.01095,0.63002,updated
CVE-2024-43607,0.01332,0.68947,updated
CVE-2024-43608,0.01332,0.68947,updated
CVE-2024-43609,0.02009,0.79355,updated
CVE-2024-43610,0.00998,0.60119,updated
CVE-2024-43611,0.01801,0.76819,updated
CVE-2024-43612,0.00686,0.49927,updated
CVE-2024-43615,0.01177,0.65214,updated
CVE-2024-43620,0.01538,0.72956,updated
CVE-2024-43621,0.01538,0.72956,updated
CVE-2024-43622,0.01538,0.72956,updated
CVE-2024-43624,0.01834,0.77263,updated
CVE-2024-43625,0.00666,0.49086,updated
CVE-2024-43627,0.01601,0.73926,updated
CVE-2024-43628,0.01601,0.73926,updated
CVE-2024-43683,0.00211,0.11265,updated
CVE-2024-43684,0.00194,0.09078,updated
CVE-2024-43686,0.12156,0.95835,updated
CVE-2024-43687,0.00786,0.53363,updated
CVE-2024-43700,0.00258,0.17145,updated
CVE-2024-43702,0.0033,0.25355,updated
CVE-2024-43703,0.00379,0.30668,updated
CVE-2024-43706,0.00382,0.30958,updated
CVE-2024-43712,0.00624,0.47248,updated
CVE-2024-43713,0.00624,0.47247,updated
CVE-2024-43714,0.00624,0.47248,updated
CVE-2024-43715,0.00624,0.47247,updated
CVE-2024-43716,0.00621,0.47108,updated
CVE-2024-43717,0.00621,0.47108,updated
CVE-2024-43718,0.00486,0.39642,updated
CVE-2024-43719,0.00624,0.47246,updated
CVE-2024-43720,0.00637,0.47821,updated
CVE-2024-43721,0.00624,0.47246,updated
CVE-2024-43722,0.00624,0.47247,updated
CVE-2024-43723,0.00624,0.47247,updated
CVE-2024-43724,0.00624,0.47248,updated
CVE-2024-43725,0.00486,0.39641,updated
CVE-2024-43726,0.00486,0.39642,updated
CVE-2024-43727,0.00486,0.39642,updated
CVE-2024-43728,0.00683,0.49762,updated
CVE-2024-43729,0.0104,0.61392,updated
CVE-2024-43730,0.00683,0.49762,updated
CVE-2024-43731,0.00851,0.55461,updated
CVE-2024-43732,0.00877,0.56318,updated
CVE-2024-43733,0.00877,0.56318,updated
CVE-2024-43734,0.00683,0.49761,updated
CVE-2024-43735,0.00683,0.49763,updated
CVE-2024-43736,0.00486,0.39642,updated
CVE-2024-43737,0.00486,0.39641,updated
CVE-2024-43738,0.00877,0.5632,updated
CVE-2024-43739,0.00683,0.49764,updated
CVE-2024-43740,0.00683,0.49764,updated
CVE-2024-43742,0.00683,0.49764,updated
CVE-2024-43743,0.00683,0.49765,updated
CVE-2024-43744,0.00683,0.49763,updated
CVE-2024-43745,0.00683,0.49762,updated
CVE-2024-43746,0.00683,0.49761,updated
CVE-2024-43747,0.00683,0.49763,updated
CVE-2024-43748,0.00683,0.49764,updated
CVE-2024-43749,0.00683,0.49762,updated
CVE-2024-43750,0.00487,0.39709,updated
CVE-2024-43751,0.00487,0.39708,updated
CVE-2024-43752,0.00487,0.39708,updated
CVE-2024-43754,0.00877,0.5632,updated
CVE-2024-43755,0.00916,0.57493,updated
CVE-2024-43779,0.008,0.53827,updated
CVE-2024-43784,0.00341,0.26627,updated
CVE-2024-43795,0.00455,0.37604,updated
CVE-2024-43805,0.00396,0.3243,updated
CVE-2024-43806,0.00476,0.39015,updated
CVE-2024-43819,0.00208,0.10798,updated
CVE-2024-43840,0.00218,0.12066,updated
CVE-2024-43872,0.00321,0.24346,updated
CVE-2024-43901,0.0018,0.07604,updated
CVE-2024-43919,0.44475,0.98665,updated
CVE-2024-43925,0.00491,0.40017,updated
CVE-2024-43932,0.00569,0.44546,updated
CVE-2024-43938,0.00247,0.15703,updated
CVE-2024-43944,0.00363,0.29051,updated
CVE-2024-43953,0.00256,0.16918,updated
CVE-2024-43959,0.00286,0.20605,updated
CVE-2024-43970,0.00256,0.16884,updated
CVE-2024-43971,0.00593,0.45739,updated
CVE-2024-43972,0.00297,0.21734,updated
CVE-2024-43973,0.0047,0.38574,updated
CVE-2024-43975,0.00258,0.17129,updated
CVE-2024-43977,0.00279,0.19778,updated
CVE-2024-43978,0.00462,0.38054,updated
CVE-2024-43983,0.00281,0.19999,updated
CVE-2024-43985,0.00262,0.17597,updated
CVE-2024-43987,0.00274,0.19244,updated
CVE-2024-43988,0.00274,0.19244,updated
CVE-2024-43989,0.12535,0.95916,updated
CVE-2024-43991,0.00274,0.19244,updated
CVE-2024-43992,0.0024,0.14806,updated
CVE-2024-43993,0.00242,0.15064,updated
CVE-2024-43994,0.00274,0.19245,updated
CVE-2024-43995,0.00274,0.19245,updated
CVE-2024-43999,0.00297,0.21734,updated
CVE-2024-44000,0.82143,0.99628,updated
CVE-2024-44001,0.00318,0.24036,updated
CVE-2024-44002,0.00292,0.21209,updated
CVE-2024-44003,0.00258,0.1713,updated
CVE-2024-44004,0.00462,0.38054,updated
CVE-2024-44005,0.00281,0.19999,updated
CVE-2024-44007,0.00258,0.17129,updated
CVE-2024-44008,0.00298,0.21796,updated
CVE-2024-44009,0.0031,0.2318,updated
CVE-2024-44010,0.00213,0.1142,updated
CVE-2024-44011,0.00525,0.42198,updated
CVE-2024-44012,0.00525,0.42197,updated
CVE-2024-44013,0.00537,0.42844,updated
CVE-2024-44014,0.00561,0.44125,updated
CVE-2024-44015,0.00525,0.42198,updated
CVE-2024-44016,0.00525,0.42198,updated
CVE-2024-44017,0.00525,0.42197,updated
CVE-2024-44018,0.00525,0.42197,updated
CVE-2024-44019,0.0039,0.31843,updated
CVE-2024-44020,0.0022,0.12366,updated
CVE-2024-44021,0.0045,0.37213,updated
CVE-2024-44022,0.00262,0.17589,updated
CVE-2024-44024,0.00262,0.17588,updated
CVE-2024-44025,0.00262,0.17589,updated
CVE-2024-44026,0.00263,0.17742,updated
CVE-2024-44027,0.00262,0.17587,updated
CVE-2024-44028,0.0016,0.05363,updated
CVE-2024-44029,0.00271,0.18776,updated
CVE-2024-44030,0.00649,0.48384,updated
CVE-2024-44031,0.00365,0.29176,updated
CVE-2024-44032,0.00298,0.21839,updated
CVE-2024-44033,0.00298,0.21839,updated
CVE-2024-44034,0.00525,0.42197,updated
CVE-2024-44035,0.00262,0.17588,updated
CVE-2024-44036,0.00261,0.17502,updated
CVE-2024-44037,0.00261,0.17502,updated
CVE-2024-44038,0.00412,0.3404,updated
CVE-2024-44039,0.00291,0.21087,updated
CVE-2024-44040,0.00261,0.17502,updated
CVE-2024-44041,0.0026,0.17357,updated
CVE-2024-44042,0.00295,0.21466,updated
CVE-2024-44043,0.00295,0.21491,updated
CVE-2024-44044,0.0025,0.16148,updated
CVE-2024-44045,0.00295,0.21465,updated
CVE-2024-44046,0.0026,0.17357,updated
CVE-2024-44047,0.00248,0.15814,updated
CVE-2024-44049,0.00248,0.15814,updated
CVE-2024-44050,0.00281,0.20035,updated
CVE-2024-44051,0.00263,0.17682,updated
CVE-2024-44052,0.00345,0.27096,updated
CVE-2024-44055,0.00251,0.16215,updated
CVE-2024-44059,0.00263,0.17686,updated
CVE-2024-44064,0.00173,0.06765,updated
CVE-2024-44065,0.00389,0.31769,updated
CVE-2024-44088,0.00643,0.48072,updated
CVE-2024-44122,0.00265,0.18006,updated
CVE-2024-44123,0.00191,0.08723,updated
CVE-2024-44126,0.00263,0.17679,updated
CVE-2024-44133,0.0735,0.93919,updated
CVE-2024-44137,0.00317,0.23925,updated
CVE-2024-44144,0.00301,0.22161,updated
CVE-2024-44148,0.00678,0.49562,updated
CVE-2024-44155,0.00531,0.4248,updated
CVE-2024-44156,0.00237,0.14483,updated
CVE-2024-44159,0.00272,0.19014,updated
CVE-2024-44185,0.00292,0.21121,updated
CVE-2024-44187,0.00651,0.48468,updated
CVE-2024-44190,0.00249,0.15985,updated
CVE-2024-44191,0.00252,0.16322,updated
CVE-2024-44192,0.0043,0.35642,updated
CVE-2024-44194,0.00258,0.17081,updated
CVE-2024-44196,0.00526,0.42226,updated
CVE-2024-44197,0.01022,0.60876,updated
CVE-2024-44198,0.00189,0.0852,updated
CVE-2024-44200,0.00193,0.08993,updated
CVE-2024-44201,0.00276,0.19491,updated
CVE-2024-44202,0.00505,0.40888,updated
CVE-2024-44205,0.00186,0.0819,updated
CVE-2024-44206,0.00458,0.37816,updated
CVE-2024-44207,0.09155,0.94926,updated
CVE-2024-44210,0.00166,0.0607,updated
CVE-2024-44212,0.00256,0.1688,updated
CVE-2024-44213,0.00751,0.52225,updated
CVE-2024-44215,0.00329,0.25291,updated
CVE-2024-44220,0.00591,0.45657,updated
CVE-2024-44224,0.00255,0.16797,updated
CVE-2024-44225,0.00308,0.2285,updated
CVE-2024-44227,0.00432,0.3584,updated
CVE-2024-44234,0.00349,0.27505,updated
CVE-2024-44238,0.00148,0.04291,updated
CVE-2024-44241,0.00571,0.44688,updated
CVE-2024-44242,0.00571,0.44687,updated
CVE-2024-44243,0.00577,0.44939,updated
CVE-2024-44245,0.00297,0.21738,updated
CVE-2024-44246,0.01155,0.64594,updated
CVE-2024-44248,0.00784,0.53308,updated
CVE-2024-44254,0.00265,0.1794,updated
CVE-2024-44255,0.00312,0.23431,updated
