#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-1999-0741,0.01689,0.76047
CVE-1999-0742,0.01162,0.65817
CVE-1999-0743,0.003,0.20171
CVE-1999-0744,0.02495,0.83986
CVE-1999-0745,0.03321,0.88107
CVE-1999-0746,0.05639,0.92664
CVE-1999-0747,0.00305,0.20641
CVE-1999-0748,0.0151,0.73326
CVE-1999-0749,0.07962,0.94535
CVE-1999-0750,0.08728,0.94959
CVE-1999-0751,0.0479,0.91596
CVE-1999-0752,0.04517,0.91158
CVE-1999-0753,0.05332,0.92308
CVE-1999-0754,0.0273,0.85473
CVE-1999-0755,0.14955,0.96589
CVE-1999-0756,0.01258,0.68273
CVE-1999-0757,0.00527,0.42099
CVE-1999-0758,0.01881,0.78546
CVE-1999-0759,0.03107,0.87229
CVE-1999-0760,0.01744,0.76773
CVE-1999-0761,0.00358,0.26791
CVE-1999-0762,0.01446,0.72149
CVE-1999-0763,0.01376,0.70834
CVE-1999-0764,0.01376,0.70834
CVE-1999-0765,0.0522,0.92197
CVE-1999-0766,0.07178,0.94068
CVE-1999-0767,0.01197,0.66755
CVE-1999-0768,0.02284,0.82417
CVE-1999-0769,0.00801,0.5469
CVE-1999-0770,0.01074,0.63457
CVE-1999-0771,0.06235,0.93281
CVE-1999-0772,0.0153,0.73621
CVE-1999-0773,0.00688,0.50607
CVE-1999-0774,0.00779,0.53961
CVE-1999-0775,0.03189,0.87557
CVE-1999-0776,0.0144,0.72026
CVE-1999-0777,0.11986,0.9598
CVE-1999-0778,0.00688,0.50606
CVE-1999-0779,0.01811,0.77677
CVE-1999-0780,0.00321,0.2237
CVE-1999-0781,0.00416,0.33161
CVE-1999-0782,0.00308,0.20982
CVE-1999-0783,0.00764,0.53437
CVE-1999-0784,0.02828,0.86016
CVE-1999-0785,0.00511,0.40997
CVE-1999-0786,0.00559,0.44125
CVE-1999-0787,0.01015,0.61714
CVE-1999-0788,0.01258,0.68278
CVE-1999-0789,0.03107,0.87229
CVE-1999-0790,0.01017,0.6176
CVE-1999-0791,0.03768,0.89506
CVE-1999-0792,0.01272,0.68581
CVE-1999-0793,0.13291,0.96253
CVE-1999-0794,0.01493,0.73014
CVE-1999-0795,0.02118,0.8105
CVE-1999-0796,0.01144,0.65295
CVE-1999-0797,0.01164,0.65864
CVE-1999-0798,0.01641,0.75341
CVE-1999-0799,0.01881,0.78551
CVE-1999-0800,0.07653,0.94359
CVE-1999-0801,0.0216,0.81412
CVE-1999-0802,0.10154,0.9549
CVE-1999-0803,0.00537,0.42792
CVE-1999-0804,0.05639,0.92665
CVE-1999-0805,0.01292,0.68993
CVE-1999-0806,0.00779,0.53961
CVE-1999-0807,0.00398,0.31216
CVE-1999-0808,0.03214,0.87668
CVE-1999-0809,0.01403,0.7137
CVE-1999-0810,0.02171,0.8149
CVE-1999-0811,0.02582,0.84564
CVE-1999-0812,0.01379,0.70903
CVE-1999-0813,0.00467,0.37734
CVE-1999-0814,0.02234,0.82033
CVE-1999-0815,0.17774,0.9706
CVE-1999-0816,0.02557,0.84402
CVE-1999-0817,0.03103,0.87214
CVE-1999-0818,0.00802,0.54752
CVE-1999-0819,0.14824,0.96567
CVE-1999-0820,0.00674,0.50021
CVE-1999-0821,0.00769,0.53635
CVE-1999-0822,0.04896,0.9175
CVE-1999-0823,0.00596,0.46154
CVE-1999-0824,0.01167,0.65926
CVE-1999-0825,0.00577,0.45157
CVE-1999-0826,0.00596,0.46154
CVE-1999-0827,0.04775,0.91574
CVE-1999-0828,0.00787,0.54202
CVE-1999-0829,0.01552,0.74014
CVE-1999-0830,0.01092,0.63932
CVE-1999-0831,0.01443,0.72093
CVE-1999-0832,0.0346,0.88564
CVE-1999-0833,0.02141,0.81245
CVE-1999-0834,0.02141,0.81244
CVE-1999-0835,0.01456,0.72342
CVE-1999-0836,0.03131,0.87331
CVE-1999-0837,0.02714,0.85383
CVE-1999-0838,0.02458,0.83739
CVE-1999-0839,0.01557,0.74096
CVE-1999-0840,0.00404,0.31863
CVE-1999-0841,0.00832,0.55746
CVE-1999-0842,0.07473,0.94246
CVE-1999-0843,0.0136,0.70509
CVE-1999-0844,0.05829,0.92882
CVE-1999-0845,0.00778,0.53932
CVE-1999-0846,0.01348,0.70244
CVE-1999-0847,0.01341,0.701
CVE-1999-0848,0.06389,0.9341
CVE-1999-0849,0.02649,0.84984
CVE-1999-0850,0.00324,0.22752
CVE-1999-0851,0.00398,0.31198
CVE-1999-0852,0.00345,0.25219
CVE-1999-0853,0.03395,0.88351
CVE-1999-0854,0.01309,0.69372
CVE-1999-0855,0.00779,0.5396
CVE-1999-0856,0.01038,0.62404
CVE-1999-0857,0.00534,0.42608
CVE-1999-0858,0.13625,0.96339
CVE-1999-0859,0.00641,0.48436
CVE-1999-0860,0.00637,0.48258
CVE-1999-0861,0.0321,0.87648
CVE-1999-0862,0.00391,0.30364
CVE-1999-0863,0.00383,0.29489
CVE-1999-0864,0.00706,0.5129
CVE-1999-0865,0.01518,0.73444
CVE-1999-0866,0.00777,0.53877
CVE-1999-0867,0.21525,0.97535
CVE-1999-0868,0.01504,0.73204
CVE-1999-0869,0.17326,0.97004
CVE-1999-0870,0.12771,0.96134
CVE-1999-0871,0.12067,0.95996
CVE-1999-0872,0.00358,0.26791
CVE-1999-0873,0.04813,0.91626
CVE-1999-0874,0.74651,0.99487
CVE-1999-0875,0.10162,0.95493
CVE-1999-0876,0.0574,0.92774
CVE-1999-0877,0.17672,0.97049
CVE-1999-0878,0.02222,0.81933
CVE-1999-0879,0.09737,0.95351
CVE-1999-0880,0.01386,0.71026
CVE-1999-0881,0.01309,0.69373
CVE-1999-0882,0.01933,0.79156
CVE-1999-0883,0.02587,0.8459
CVE-1999-0884,0.00784,0.54095
CVE-1999-0885,0.02837,0.86063
CVE-1999-0886,0.21573,0.9754
CVE-1999-0887,0.05767,0.92801
CVE-1999-0888,0.01075,0.63462
CVE-1999-0889,0.01366,0.70631
CVE-1999-0890,0.01875,0.78474
CVE-1999-0891,0.42575,0.98661
CVE-1999-0892,0.00397,0.31065
CVE-1999-0893,0.00696,0.50911
CVE-1999-0894,0.01871,0.78437
CVE-1999-0895,0.01316,0.69522
CVE-1999-0896,0.12806,0.96146
CVE-1999-0897,0.01298,0.69143
CVE-1999-0898,0.06743,0.93712
CVE-1999-0899,0.03233,0.87744
CVE-1999-0900,0.00396,0.3102
CVE-1999-0901,0.00409,0.32327
CVE-1999-0902,0.00425,0.34048
CVE-1999-0903,0.01518,0.73445
CVE-1999-0904,0.05208,0.92181
CVE-1999-0905,0.04648,0.91385
CVE-1999-0906,0.00797,0.5457
CVE-1999-0907,0.00377,0.28869
CVE-1999-0908,0.02221,0.81926
CVE-1999-0909,0.12009,0.95984
CVE-1999-0910,0.05777,0.9281
CVE-1999-0911,0.38054,0.98506
CVE-1999-0912,0.00574,0.45017
CVE-1999-0913,0.09674,0.95325
CVE-1999-0914,0.01088,0.63839
CVE-1999-0915,0.02633,0.84895
CVE-1999-0916,0.00402,0.31676
CVE-1999-0917,0.06197,0.93244
CVE-1999-0918,0.26439,0.97937
CVE-1999-0919,0.02514,0.8412
CVE-1999-0920,0.32367,0.98273
CVE-1999-0921,0.01614,0.7493
CVE-1999-0922,0.01324,0.69693
CVE-1999-0923,0.01366,0.7063
CVE-1999-0924,0.01614,0.74931
CVE-1999-0925,0.02427,0.83518
CVE-1999-0926,0.09449,0.95246
CVE-1999-0927,0.05767,0.928
CVE-1999-0928,0.05208,0.9218
CVE-1999-0929,0.01908,0.78868
CVE-1999-0930,0.01481,0.72812
CVE-1999-0931,0.06965,0.93888
CVE-1999-0932,0.00841,0.5605
CVE-1999-0933,0.05767,0.92801
CVE-1999-0934,0.06789,0.93749
CVE-1999-0935,0.09811,0.95379
CVE-1999-0936,0.04489,0.91113
CVE-1999-0937,0.03402,0.88378
CVE-1999-0938,0.02747,0.85568
CVE-1999-0939,0.01065,0.63196
CVE-1999-0940,0.02663,0.85078
CVE-1999-0941,0.01846,0.78117
CVE-1999-0942,0.00409,0.32327
CVE-1999-0943,0.0347,0.88605
CVE-1999-0944,0.04204,0.90581
CVE-1999-0945,0.1952,0.97283
CVE-1999-0946,0.01754,0.76925
CVE-1999-0947,0.03159,0.87439
CVE-1999-0948,0.00688,0.50607
CVE-1999-0949,0.00688,0.50607
CVE-1999-0950,0.08115,0.94622
CVE-1999-0951,0.09993,0.95441
CVE-1999-0952,0.00343,0.25045
CVE-1999-0953,0.08604,0.94894
CVE-1999-0954,0.01144,0.65294
CVE-1999-0955,0.025,0.84013
CVE-1999-0956,0.00398,0.31216
CVE-1999-0957,0.00356,0.2654
CVE-1999-0958,0.00432,0.34804
CVE-1999-0959,0.00706,0.5129
CVE-1999-0960,0.00706,0.51301
CVE-1999-0961,0.00419,0.33502
CVE-1999-0962,0.00549,0.43531
CVE-1999-0963,0.00345,0.25217
CVE-1999-0964,0.00448,0.36226
CVE-1999-0965,0.00334,0.24037
CVE-1999-0966,0.00396,0.31019
CVE-1999-0967,0.06902,0.93839
CVE-1999-0968,0.03193,0.87575
CVE-1999-0969,0.13344,0.96271
CVE-1999-0970,0.03155,0.87426
CVE-1999-0971,0.00688,0.50608
CVE-1999-0972,0.02083,0.80724
CVE-1999-0973,0.0347,0.88605
CVE-1999-0974,0.03243,0.87783
CVE-1999-0975,0.02696,0.8528
CVE-1999-0976,0.00291,0.19274
CVE-1999-0977,0.12634,0.96105
CVE-1999-0978,0.01846,0.78117
CVE-1999-0979,0.00668,0.49739
CVE-1999-0980,0.23208,0.97694
CVE-1999-0981,0.13115,0.96219
CVE-1999-0982,0.00436,0.35224
CVE-1999-0983,0.02744,0.85546
CVE-1999-0984,0.02673,0.85151
CVE-1999-0985,0.08943,0.95058
CVE-1999-0986,0.04256,0.90684
CVE-1999-0987,0.04906,0.91766
CVE-1999-0988,0.00795,0.54486
CVE-1999-0989,0.11941,0.95969
CVE-1999-0990,0.00413,0.32789
CVE-1999-0991,0.02458,0.8374
CVE-1999-0992,0.03304,0.88046
CVE-1999-0993,0.0707,0.93977
CVE-1999-0994,0.07136,0.94034
CVE-1999-0995,0.2182,0.9756
CVE-1999-0996,0.07709,0.94391
CVE-1999-0997,0.06224,0.93273
CVE-1999-0998,0.01331,0.69869
CVE-1999-0999,0.21682,0.97548
CVE-1999-1000,0.02004,0.7991
CVE-1999-1001,0.01425,0.71751
CVE-1999-1002,0.00784,0.54095
CVE-1999-1003,0.01907,0.7886
CVE-1999-1004,0.02036,0.80235
CVE-1999-1005,0.07923,0.94514
CVE-1999-1006,0.01477,0.72744
CVE-1999-1007,0.03529,0.88783
CVE-1999-1008,0.00733,0.52333
CVE-1999-1009,0.01486,0.72909
CVE-1999-1010,0.01408,0.71443
CVE-1999-1011,0.7714,0.99538
CVE-1999-1012,0.01258,0.68278
CVE-1999-1013,0.00474,0.38291
CVE-1999-1014,0.01008,0.61467
CVE-1999-1015,0.0594,0.92991
CVE-1999-1016,0.07702,0.94384
CVE-1999-1017,0.01132,0.64983
CVE-1999-1018,0.07215,0.9409
CVE-1999-1019,0.00346,0.25313
CVE-1999-1020,0.07134,0.94032
CVE-1999-1021,0.00411,0.32463
CVE-1999-1022,0.00793,0.5442
CVE-1999-1023,0.00327,0.23052
CVE-1999-1024,0.02912,0.86424
CVE-1999-1025,0.00348,0.25562
CVE-1999-1026,0.00856,0.56588
CVE-1999-1027,0.00346,0.25312
CVE-1999-1028,0.03449,0.88534
CVE-1999-1029,0.01571,0.74289
CVE-1999-1030,0.07144,0.94038
CVE-1999-1031,0.01614,0.74926
CVE-1999-1032,0.02377,0.83139
CVE-1999-1033,0.17503,0.97028
CVE-1999-1034,0.00411,0.32462
CVE-1999-1035,0.17341,0.97005
CVE-1999-1036,0.00345,0.25219
CVE-1999-1037,0.00349,0.25774
CVE-1999-1038,0.00345,0.25219
CVE-1999-1039,0.00345,0.25218
CVE-1999-1040,0.00363,0.27405
CVE-1999-1041,0.01053,0.6284
CVE-1999-1042,0.00259,0.15588
CVE-1999-1043,0.13227,0.96239
CVE-1999-1044,0.00307,0.20824
CVE-1999-1045,0.0215,0.81325
CVE-1999-1046,0.148,0.96563
CVE-1999-1047,0.01667,0.75723
CVE-1999-1048,0.00534,0.42627
CVE-1999-1049,0.01745,0.76779
CVE-1999-1050,0.07851,0.94473
CVE-1999-1051,0.0144,0.72027
CVE-1999-1052,0.14223,0.96458
CVE-1999-1053,0.85205,0.9971
CVE-1999-1054,0.01272,0.68578
CVE-1999-1055,0.07016,0.93935
CVE-1999-1057,0.00368,0.27919
CVE-1999-1058,0.02336,0.82846
CVE-1999-1059,0.04201,0.90574
CVE-1999-1060,0.01903,0.78811
CVE-1999-1061,0.03848,0.89734
CVE-1999-1062,0.02473,0.8384
CVE-1999-1063,0.12557,0.96091
CVE-1999-1064,0.02479,0.83878
CVE-1999-1065,0.01846,0.78117
CVE-1999-1066,0.01272,0.68578
CVE-1999-1067,0.01324,0.69693
CVE-1999-1068,0.02102,0.80912
CVE-1999-1069,0.08052,0.94583
CVE-1999-1070,0.01265,0.68446
CVE-1999-1071,0.00349,0.25739
CVE-1999-1072,0.00419,0.33511
CVE-1999-1073,0.00368,0.279
CVE-1999-1074,0.01571,0.74293
CVE-1999-1075,0.01272,0.68582
CVE-1999-1076,0.00447,0.36165
CVE-1999-1077,0.00447,0.36166
CVE-1999-1078,0.01803,0.77571
CVE-1999-1079,0.00338,0.24473
CVE-1999-1080,0.00349,0.25773
CVE-1999-1081,0.03411,0.88404
CVE-1999-1082,0.0663,0.93614
CVE-1999-1083,0.03032,0.86942
CVE-1999-1084,0.03509,0.88732
CVE-1999-1085,0.03211,0.8765
CVE-1999-1086,0.026,0.84688
CVE-1999-1087,0.06401,0.93417
CVE-1999-1088,0.00508,0.40802
CVE-1999-1089,0.00601,0.46436
CVE-1999-1090,0.01661,0.75632
CVE-1999-1091,0.01282,0.68785
CVE-1999-1092,0.00312,0.21457
CVE-1999-1093,0.12788,0.96139
CVE-1999-1094,0.18414,0.97134
CVE-1999-1095,0.00346,0.25312
CVE-1999-1096,0.00388,0.3009
CVE-1999-1097,0.03787,0.89558
CVE-1999-1098,0.01363,0.70568
CVE-1999-1099,0.01309,0.69373
CVE-1999-1100,0.01351,0.70288
CVE-1999-1101,0.00244,0.13819
CVE-1999-1102,0.00433,0.34878
CVE-1999-1103,0.00368,0.27919
CVE-1999-1104,0.01004,0.61364
CVE-1999-1105,0.21583,0.97541
CVE-1999-1106,0.00532,0.42444
CVE-1999-1107,0.00358,0.2679
CVE-1999-1109,0.07169,0.94058
CVE-1999-1110,0.09817,0.95381
CVE-1999-1111,0.01805,0.77598
CVE-1999-1112,0.03849,0.89737
CVE-1999-1113,0.05522,0.92507
CVE-1999-1114,0.01073,0.63417
CVE-1999-1115,0.00557,0.43956
CVE-1999-1116,0.00367,0.27832
CVE-1999-1117,0.00749,0.52903
CVE-1999-1118,0.00328,0.23178
CVE-1999-1119,0.04201,0.90574
CVE-1999-1120,0.00845,0.56198
CVE-1999-1121,0.00896,0.57799
CVE-1999-1122,0.00383,0.29464
CVE-1999-1123,0.01126,0.64846
CVE-1999-1124,0.01477,0.72739
CVE-1999-1125,0.03684,0.89256
CVE-1999-1126,0.00358,0.26843
CVE-1999-1127,0.17745,0.97057
CVE-1999-1128,0.03591,0.88974
CVE-1999-1129,0.01588,0.74545
CVE-1999-1130,0.03059,0.87047
CVE-1999-1131,0.02062,0.80516
CVE-1999-1132,0.18303,0.97123
CVE-1999-1133,0.00471,0.38007
CVE-1999-1134,0.00509,0.40844
CVE-1999-1135,0.00508,0.40802
CVE-1999-1136,0.00512,0.41072
CVE-1999-1137,0.00399,0.31315
CVE-1999-1138,0.01564,0.74193
CVE-1999-1139,0.00492,0.39619
CVE-1999-1140,0.00434,0.34951
CVE-1999-1141,0.01351,0.70308
CVE-1999-1142,0.00386,0.29873
CVE-1999-1143,0.00346,0.2531
CVE-1999-1144,0.00508,0.40802
CVE-1999-1145,0.00522,0.41789
CVE-1999-1146,0.00521,0.41747
CVE-1999-1147,0.0231,0.82646
CVE-1999-1148,0.17341,0.97006
CVE-1999-1149,0.0136,0.70513
CVE-1999-1150,0.01351,0.7031
CVE-1999-1151,0.01258,0.68275
CVE-1999-1152,0.01565,0.74202
CVE-1999-1153,0.02076,0.80643
CVE-1999-1154,0.02355,0.82997
CVE-1999-1155,0.02355,0.82997
CVE-1999-1156,0.01272,0.6858
CVE-1999-1157,0.13344,0.96271
CVE-1999-1158,0.00837,0.55911
CVE-1999-1159,0.00339,0.24496
CVE-1999-1160,0.04369,0.90897
CVE-1999-1161,0.00535,0.42652
CVE-1999-1162,0.01155,0.65606
CVE-1999-1163,0.02386,0.83202
CVE-1999-1164,0.13227,0.96239
CVE-1999-1165,0.0046,0.37199
CVE-1999-1166,0.01027,0.62049
CVE-1999-1167,0.02285,0.8243
CVE-1999-1168,0.00509,0.40857
CVE-1999-1169,0.01339,0.70051
CVE-1999-1170,0.03682,0.89249
CVE-1999-1171,0.0489,0.91743
CVE-1999-1172,0.01044,0.62584
CVE-1999-1173,0.0152,0.73463
CVE-1999-1174,0.00354,0.26317
CVE-1999-1175,0.01678,0.75878
CVE-1999-1176,0.00388,0.3009
CVE-1999-1177,0.02881,0.86274
CVE-1999-1178,0.01464,0.72499
CVE-1999-1179,0.01846,0.78117
CVE-1999-1180,0.01677,0.75867
CVE-1999-1181,0.00363,0.27405
CVE-1999-1182,0.00425,0.34053
CVE-1999-1183,0.0266,0.85064
CVE-1999-1184,0.00596,0.46153
CVE-1999-1185,0.00835,0.55857
CVE-1999-1186,0.00397,0.3108
CVE-1999-1187,0.00307,0.20822
CVE-1999-1188,0.00851,0.56376
CVE-1999-1189,0.02518,0.84152
CVE-1999-1190,0.05154,0.92112
CVE-1999-1191,0.01938,0.79215
CVE-1999-1192,0.00419,0.33501
CVE-1999-1193,0.02188,0.81627
CVE-1999-1194,0.00962,0.59981
CVE-1999-1195,0.01531,0.7364
CVE-1999-1196,0.0133,0.69832
CVE-1999-1197,0.00386,0.29873
CVE-1999-1198,0.00411,0.32463
CVE-1999-1199,0.07578,0.94309
CVE-1999-1200,0.01258,0.68277
CVE-1999-1201,0.13903,0.964
CVE-1999-1202,0.01258,0.68277
CVE-1999-1203,0.01614,0.74925
CVE-1999-1204,0.0136,0.70507
CVE-1999-1205,0.00475,0.38373
CVE-1999-1206,0.0211,0.80978
CVE-1999-1207,0.01977,0.79607
CVE-1999-1208,0.00768,0.53609
CVE-1999-1209,0.00386,0.29872
CVE-1999-1210,0.00331,0.23472
CVE-1999-1211,0.00348,0.2564
CVE-1999-1212,0.00348,0.2564
CVE-1999-1213,0.01791,0.77411
CVE-1999-1214,0.00297,0.19905
CVE-1999-1215,0.00374,0.28547
CVE-1999-1216,0.02081,0.80697
CVE-1999-1217,0.02151,0.81343
CVE-1999-1218,0.00337,0.24371
CVE-1999-1219,0.01271,0.6855
CVE-1999-1220,0.02052,0.80415
CVE-1999-1221,0.00615,0.47155
CVE-1999-1222,0.05018,0.91931
CVE-1999-1223,0.23055,0.97681
CVE-1999-1224,0.00335,0.24061
CVE-1999-1225,0.0176,0.76995
CVE-1999-1226,0.00842,0.56078
CVE-1999-1227,0.00346,0.25312
CVE-1999-1228,0.01909,0.78879
CVE-1999-1229,0.00472,0.38187
CVE-1999-1230,0.01258,0.68276
CVE-1999-1231,0.01464,0.72499
CVE-1999-1232,0.00393,0.30654
CVE-1999-1233,0.05451,0.92432
CVE-1999-1234,0.13451,0.96293
CVE-1999-1235,0.02713,0.85376
CVE-1999-1236,0.00429,0.34447
CVE-1999-1237,0.08088,0.94607
CVE-1999-1238,0.00471,0.38007
CVE-1999-1239,0.00489,0.39426
CVE-1999-1240,0.01977,0.79606
CVE-1999-1241,0.14416,0.96498
CVE-1999-1242,0.00462,0.37373
CVE-1999-1243,0.00611,0.4693
CVE-1999-1244,0.00331,0.23472
CVE-1999-1245,0.01324,0.69696
CVE-1999-1246,0.09207,0.95157
CVE-1999-1247,0.00511,0.4098
CVE-1999-1248,0.00443,0.35837
CVE-1999-1249,0.0048,0.38717
CVE-1999-1250,0.01309,0.69371
CVE-1999-1251,0.00413,0.32859
CVE-1999-1252,0.00386,0.29872
CVE-1999-1253,0.00386,0.29873
CVE-1999-1254,0.13344,0.9627
CVE-1999-1255,0.01154,0.65587
CVE-1999-1256,0.01928,0.79088
CVE-1999-1257,0.01584,0.74484
CVE-1999-1258,0.01344,0.70157
CVE-1999-1259,0.02533,0.84249
CVE-1999-1260,0.01351,0.70308
CVE-1999-1261,0.01602,0.74751
CVE-1999-1262,0.0162,0.75024
CVE-1999-1263,0.00976,0.60489
CVE-1999-1264,0.01489,0.72958
CVE-1999-1265,0.01614,0.74925
CVE-1999-1266,0.01309,0.69373
CVE-1999-1267,0.01154,0.65588
CVE-1999-1268,0.00331,0.23473
CVE-1999-1269,0.00294,0.19603
CVE-1999-1270,0.00307,0.20823
CVE-1999-1271,0.00201,0.08776
CVE-1999-1272,0.00358,0.2679
CVE-1999-1273,0.01295,0.69062
CVE-1999-1274,0.01067,0.63273
CVE-1999-1275,0.00307,0.20823
CVE-1999-1276,0.0034,0.24627
CVE-1999-1277,0.00315,0.21696
CVE-1999-1278,0.01588,0.74544
CVE-1999-1279,0.05777,0.9281
CVE-1999-1280,0.01132,0.64982
CVE-1999-1281,0.01258,0.68275
CVE-1999-1282,0.00851,0.56389
CVE-1999-1283,0.01258,0.68276
CVE-1999-1284,0.01632,0.75202
CVE-1999-1285,0.00338,0.24392
CVE-1999-1286,0.00706,0.51291
CVE-1999-1287,0.01309,0.69373
CVE-1999-1288,0.00456,0.36865
CVE-1999-1289,0.01351,0.70308
CVE-1999-1290,0.01567,0.7423
CVE-1999-1291,0.13344,0.9627
CVE-1999-1292,0.01977,0.79607
CVE-1999-1293,0.03992,0.90127
CVE-1999-1294,0.01997,0.79829
CVE-1999-1295,0.00344,0.25129
CVE-1999-1296,0.00343,0.25045
CVE-1999-1297,0.00342,0.24918
CVE-1999-1298,0.01316,0.6952
CVE-1999-1299,0.0184,0.78042
CVE-1999-1300,0.00324,0.22752
CVE-1999-1301,0.01316,0.69521
CVE-1999-1302,0.00349,0.25775
CVE-1999-1303,0.00354,0.26365
CVE-1999-1304,0.00354,0.26365
CVE-1999-1305,0.00345,0.25216
CVE-1999-1306,0.01394,0.7118
CVE-1999-1307,0.0034,0.2464
CVE-1999-1308,0.0048,0.38717
CVE-1999-1309,0.0044,0.35497
CVE-1999-1311,0.00506,0.40583
CVE-1999-1312,0.00348,0.25639
CVE-1999-1313,0.00326,0.22938
CVE-1999-1314,0.00328,0.23178
CVE-1999-1315,0.00312,0.21458
CVE-1999-1316,0.03902,0.89872
CVE-1999-1317,0.01804,0.77589
CVE-1999-1318,0.00331,0.23494
CVE-1999-1319,0.0216,0.81412
CVE-1999-1320,0.00315,0.21709
CVE-1999-1321,0.01977,0.79606
CVE-1999-1322,0.0149,0.72977
CVE-1999-1323,0.00403,0.31769
CVE-1999-1324,0.03094,0.87185
CVE-1999-1325,0.00331,0.23474
CVE-1999-1326,0.01522,0.73497
CVE-1999-1327,0.0043,0.34485
CVE-1999-1328,0.00397,0.31121
CVE-1999-1329,0.00412,0.32656
CVE-1999-1330,0.00395,0.30867
CVE-1999-1331,0.00329,0.23229
CVE-1999-1332,0.00399,0.31318
CVE-1999-1333,0.03378,0.88299
CVE-1999-1334,0.017,0.76199
CVE-1999-1335,0.01898,0.78752
CVE-1999-1336,0.01614,0.74926
CVE-1999-1337,0.00326,0.22938
CVE-1999-1338,0.00977,0.60515
CVE-1999-1339,0.02662,0.85073
CVE-1999-1340,0.00908,0.58181
CVE-1999-1341,0.00404,0.31806
CVE-1999-1342,0.01272,0.6858
CVE-1999-1343,0.01272,0.68579
CVE-1999-1344,0.01144,0.65296
CVE-1999-1345,0.00312,0.21458
CVE-1999-1346,0.01518,0.73446
CVE-1999-1347,0.00447,0.36175
CVE-1999-1348,0.00335,0.24117
CVE-1999-1349,0.01272,0.68581
CVE-1999-1350,0.00312,0.21459
CVE-1999-1351,0.01607,0.74825
CVE-1999-1352,0.00383,0.29549
CVE-1999-1353,0.00312,0.21458
CVE-1999-1354,0.00327,0.23052
CVE-1999-1355,0.01497,0.73085
CVE-1999-1356,0.00351,0.26035
CVE-1999-1357,0.02035,0.8023
CVE-1999-1358,0.0141,0.7148
CVE-1999-1359,0.03934,0.89979
CVE-1999-1360,0.01487,0.72912
CVE-1999-1361,0.086,0.94891
CVE-1999-1362,0.01376,0.70838
CVE-1999-1363,0.01487,0.72912
CVE-1999-1364,0.01487,0.72913
CVE-1999-1365,0.02794,0.85837
CVE-1999-1366,0.00204,0.09207
CVE-1999-1367,0.01178,0.66271
CVE-1999-1368,0.01461,0.72435
CVE-1999-1369,0.00868,0.56948
CVE-1999-1370,0.01333,0.69904
CVE-1999-1371,0.00977,0.6051
CVE-1999-1372,0.00321,0.22383
CVE-1999-1373,0.01272,0.68579
CVE-1999-1374,0.01936,0.7918
CVE-1999-1375,0.30548,0.9818
CVE-1999-1376,0.23962,0.97758
CVE-1999-1377,0.02123,0.81092
CVE-1999-1378,0.01324,0.69696
CVE-1999-1379,0.02587,0.84597
CVE-1999-1380,0.01815,0.7773
CVE-1999-1381,0.02667,0.85106
CVE-1999-1382,0.00359,0.26888
CVE-1999-1383,0.00397,0.31098
CVE-1999-1384,0.01606,0.74818
CVE-1999-1385,0.00392,0.30567
CVE-1999-1386,0.0046,0.37098
CVE-1999-1387,0.21203,0.97506
CVE-1999-1388,0.00399,0.31276
CVE-1999-1389,0.01141,0.65209
CVE-1999-1390,0.00683,0.50382
CVE-1999-1391,0.00411,0.32462
CVE-1999-1392,0.00425,0.34055
CVE-1999-1393,0.00477,0.38518
CVE-1999-1394,0.00609,0.46808
CVE-1999-1395,0.06104,0.93161
CVE-1999-1396,0.00386,0.29872
CVE-1999-1397,0.11699,0.95917
CVE-1999-1398,0.008,0.5465
CVE-1999-1399,0.00885,0.57454
CVE-1999-1400,0.00366,0.27728
CVE-1999-1401,0.00351,0.26035
CVE-1999-1402,0.00803,0.54791
CVE-1999-1403,0.00331,0.23473
CVE-1999-1404,0.01258,0.68276
CVE-1999-1405,0.03346,0.88194
CVE-1999-1406,0.00373,0.28486
CVE-1999-1407,0.00389,0.30156
CVE-1999-1408,0.01,0.6122
CVE-1999-1409,0.00951,0.5961
CVE-1999-1410,0.008,0.5465
CVE-1999-1411,0.02319,0.82713
CVE-1999-1412,0.35912,0.98418
CVE-1999-1413,0.00718,0.51805
CVE-1999-1414,0.00698,0.50995
CVE-1999-1415,0.00323,0.22577
CVE-1999-1416,0.01258,0.68276
CVE-1999-1417,0.01875,0.78474
CVE-1999-1418,0.01309,0.69372
CVE-1999-1419,0.00408,0.3226
CVE-1999-1420,0.02901,0.86373
CVE-1999-1421,0.01571,0.74294
CVE-1999-1422,0.00331,0.23472
CVE-1999-1423,0.00914,0.5837
CVE-1999-1424,0.00278,0.17975
CVE-1999-1425,0.00278,0.17974
CVE-1999-1426,0.00278,0.17975
CVE-1999-1427,0.00278,0.17974
CVE-1999-1428,0.00278,0.17975
CVE-1999-1429,0.00294,0.19603
CVE-1999-1430,0.00321,0.22327
CVE-1999-1431,0.09654,0.9532
CVE-1999-1432,0.02086,0.80747
CVE-1999-1433,0.00935,0.59093
CVE-1999-1434,0.00788,0.54249
CVE-1999-1435,0.00358,0.2679
CVE-1999-1436,0.03159,0.87439
CVE-1999-1437,0.02718,0.85409
CVE-1999-1438,0.00406,0.32071
CVE-1999-1439,0.00342,0.24922
CVE-1999-1440,0.00928,0.58834
CVE-1999-1441,0.00703,0.51187
